Gene Name	Accession-1	Accession-2
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10004	b3639	ECK3629
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11747	b0131	ECK0130
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11190	b3634	ECK3624
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12312	b0103	ECK0103
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11675	b0134	ECK0133
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11375	b2153	ECK2146
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10683	b1812	ECK1810
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11493	b1096	ECK1082
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11138	b1865	ECK1866
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11673	b3058	ECK3048
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11374	b0142	ECK0141
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10682	b3360	ECK3348
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG50011	b3177	ECK3166
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10429	b3805	ECK3799
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10407	b2400	ECK2394
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7018	b1858	ECK1859
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11836	b3867	ECK3860
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11485	b3850	ECK3842
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10430	b3804	ECK3798
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10427	b1210	ECK1198
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12059	b2201	ECK2193
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11543	b3997	ECK3989
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10431	b0475	ECK0469
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10428	b0369	ECK0366
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10188	b3368	ECK3356
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12189	b2436	ECK2431
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10432	b0154	ECK0153
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10119	b0777	ECK0766
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6851	b1593	ECK1588
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10123	b3973	ECK3965
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10120	b0778	ECK0767
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10117	b0774	ECK0763
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10121	b0776	ECK0765
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10118	b0775	ECK0764
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11199	b3742	ECK3736
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10122	b3412	ECK3399
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11406	b1662	ECK1658
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11321	b0414	ECK0408
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10465	b3041	ECK3032
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6442	b0844	ECK0834
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11322	b0415	ECK0409
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11079	b0025	ECK0026
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11331	b1277	ECK1272
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11202	b3812	ECK3807
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-9461	b2320	ECK2314
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10693	b2564	ECK2562
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6237	b0420	ECK0414
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12693	b1813	ECK1811
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10691	b0052	ECK0053
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11796	b4386	ECK4378
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11306	b0628	ECK0621
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11591	b0630	ECK0623
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG13238	b1993	ECK1988
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10130	b1270	ECK1264
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6349	b0638	ECK0631
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12150	b1992	ECK1987
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12151	b1991	ECK1986
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10128	b1709	ECK1707
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10418	b2688	ECK2683
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10419	b2947	ECK2942
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11546	b0109	ECK0108
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11135	b1768	ECK1766
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10631	b2574	ECK2572
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6350	b0639	ECK0632
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11335	b4390	ECK4382
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10663	b1740	ECK1738
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7409	b2700	ECK2695
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12192	b2615	ECK2611
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10742	b0931	ECK0922
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10630	b0750	ECK0739
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10634	b0675	ECK0663
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10805	b4245	ECK4240
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10794	b2312	ECK2306
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10791	b2476	ECK2472
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11314	b1131	ECK1117
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10798	b2499	ECK2495
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10792	b4005	ECK3997
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11809	b1849	ECK1850
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10799	b2500	ECK2496
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10796	b0522	ECK0515
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10793	b0523	ECK0516
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10797	b2557	ECK2555
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10811	b4244	ECK4239
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7185	b2291	ECK2285
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11279	b4246	ECK4241
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10808	b3642	ECK3632
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11646	b2166	ECK2159
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10806	b1062	ECK1047
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10774	b1207	ECK1195
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12202	b4241	ECK4236
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11752	b1897	ECK1896
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11017	b1197	ECK1185
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12629	b3437	ECK3422
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10033	b1002	ECK0993
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6655	b1317	ECK1312
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11751	b1896	ECK1895
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6891	b1651	ECK1647
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6099	b0212	ECK0212
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6958	b1771	ECK1769
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6475	b0927	ECK0918
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6967	b1781	ECK1779
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6497	b0963	ECK0954
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11050	b3449	ECK3433
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10398	b3926	ECK3918
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11904	b3945	ECK3937
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10399	b2239	ECK2231
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10589	b2942	ECK2937
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10110	b0312	ECK0310
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11556	b0008	ECK0008
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11797	b2464	ECK2459
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10963	b0121	ECK0120
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10960	b2937	ECK2932
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10961	b2965	ECK2960
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12882	b2988	ECK2982
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10962	b0120	ECK0119
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10959	b2938	ECK2933
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6842	b1584	ECK1579
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11487	b1638	ECK1634
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6879	b1636	ECK1632
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7259	b2418	ECK2413
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11428	b3962	ECK3954
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7093	b2042	ECK2036
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12373	b2795	ECK2790
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11060	b0480	ECK0474
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12302	b1098	ECK1084
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10421	b2508	ECK2504
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10039	b1982	ECK1977
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11934	b4055	ECK4047
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10966	b3650	ECK3640
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11539	b0171	ECK0170
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10810	b2780	ECK2774
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10223	b0840	ECK0830
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10795	b4006	ECK3998
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10220	b4383	ECK4375
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6358	b0651	ECK0644
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11102	b0477	ECK0471
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10661	b2235	ECK2227
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10160	b4213	ECK4209
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12381	b2676	ECK2670
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11045	b3831	ECK3825
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10422	b0104	ECK0104
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10048	b0049	ECK0050
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10994	b1238	ECK1233
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10414	b0238	ECK0239
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10030	b1623	ECK1618
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10225	b0160	ECK0159
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11332	b2498	ECK2494
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10221	b4381	ECK4373
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G85	b2407	ECK2401
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11265	b0910	ECK0901
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10200	b3934	ECK3926
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG20098	b0125	ECK0124
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11082	b0030	ECK0031
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10650	b2518	ECK2514
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10051	b0469	ECK0463
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12030	b2162	ECK2155
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10420	b2507	ECK2503
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10032	b0474	ECK0468
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11701	b2066	ECK2060
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10965	b3648	ECK3638
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10251	b3640	ECK3630
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11418	b2065	ECK2059
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6850	b1592	ECK1587
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10809	b1281	ECK1276
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11486	b3792	ECK3784
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11326	b0337	ECK0334
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6491	b0951	ECK0942
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10790	b4177	ECK4173
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10657	b3661	ECK3651
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10219	b4382	ECK4374
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7873	b4218	ECK4214
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG20257	b2675	ECK2669
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6412	b0795	ECK0784
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11090	b0159	ECK0158
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7659	b3192	ECK3181
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10660	b2234	ECK2226
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6233	b0402	ECK0396
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10137	b2143	ECK2136
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7405	b2682	ECK2676
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12073	b2214	ECK2206
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12799	b3193	ECK3182
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7748	b3414	ECK3401
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7006	b1833	ECK1832
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12131	b2527	ECK2524
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6492	b0952	ECK0943
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11415	b0812	ECK0801
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11197	b3705	ECK3698
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10299	b0585	ECK0577
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7888	b4261	ECK4254
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12132	b2528	ECK2525
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6465	b0891	ECK0882
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11653	b3807	ECK3801
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7685	b3240	ECK3229
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10306	b1102	ECK1088
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6260	b0484	ECK0478
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11172	b3115	ECK3104
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7406	b2683	ECK2677
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10626	b0099	ECK0100
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12933	b3410	ECK3397
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11417	b4238	ECK4233
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7007	b1834	ECK1833
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10633	b0678	ECK0666
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11988	b2109	ECK2102
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7676	b3222	ECK3211
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6674	b1342	ECK1339
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7677	b3223	ECK3212
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11338	b1051	ECK1037
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10636	b0676	ECK0664
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6490	b0950	ECK0941
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10632	b0677	ECK0665
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10297	b0587	ECK0580
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7630	b3131	ECK3119
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7686	b3241	ECK3230
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10637	b3225	ECK3214
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6321	b0573	ECK0565
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7544	b4468	ECK2973
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7658	b3191	ECK3180
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11583	b0507	ECK0500
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6193	b0328	ECK0326
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7545	b2979	ECK2974
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7216	b2346	ECK2340
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-8601	b4467	ECK2972
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12455	b2835	ECK2831
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11564	b0043	ECK0044
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11557	b0036	ECK0037
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11565	b0044	ECK0045
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11559	b0038	ECK0039
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6880	b1640	ECK1636
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6567	b1107	ECK1093
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7263	b2428	ECK2423
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6576	b1119	ECK1105
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10026	b4016	ECK4008
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-8895	b4414	ECK0167
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10491	b4018	ECK4010
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-10629	b4666	ECK4481
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10022	b4015	ECK4007
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11817	b2744	ECK2739
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10023	b4014	ECK4006
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7509	b2896	ECK2891
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11329	b2661	ECK2655
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-10633	b4667	ECK4482
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10361	b2662	ECK2656
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-10630	b4664	ECK4479
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10327	b2315	ECK2309
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12429	b0461	ECK0455
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6862	b1606	ECK1601
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-10634	b4687	ECK4502
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11002	b2827	ECK2823
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-10631	b4665	ECK4480
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10328	b0529	ECK0522
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-10472	b4559	ECK4122
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10585	b3941	ECK3933
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11498	b3262	ECK3249
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10326	b0048	ECK0049
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6798	b1511	ECK1504
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11819	b1232	ECK1227
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-10632	b4668	ECK4483
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6661	b1325	ECK1321
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7914	b4301	ECK4290
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6341	b0615	ECK0608
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10425	b1619	ECK1614
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7859	b4197	ECK4193
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG50005	b0578	ECK0570
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7516	b2919	ECK2915
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12285	b3581	ECK3570
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7234	b2371	ECK2367
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11444	b2917	ECK2913
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6557	b1060	ECK1045
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6806	b1519	ECK1512
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6805	b1518	ECK1511
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7928	b4331	ECK4322
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6436	b0836	ECK0826
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6342	b0616	ECK0609
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10456	b2552	ECK2549
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7860	b4198	ECK4194
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7517	b2920	ECK2916
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7287	b2457	ECK2452
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12319	b0126	ECK0125
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6161	b0290	ECK0289
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7419	b2738	ECK2733
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7292	b2462	ECK2457
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6890	b1650	ECK1646
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6415	b0806	ECK0795
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11032	b0888	ECK0879
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11972	b0139	ECK0138
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7932	b4335	ECK4326
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7146	b2174	ECK2168
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6343	b0617	ECK0610
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12257	b3530	ECK3515
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10628	b3924	ECK3916
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7911	b4298	ECK4287
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6277	b0508	ECK0501
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7553	b2989	ECK2983
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12361	b2842	ECK2840
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7493	b2874	ECK2870
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11844	b3879	ECK3872
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7195	b2303	ECK2297
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12402	b1217	ECK1211
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11421	b0338	ECK0335
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11502	b0196	ECK0196
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11885	b1048	ECK1034
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6804	b1517	ECK1510
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12691	b1280	ECK1275
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6577	b1120	ECK1106
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10855	b0641	ECK0634
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-17012	b4766	ECK4623
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6637	b1279	ECK1274
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-10201	b4616	ECK4425
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7663	b3198	ECK3187
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11837	b3871	ECK3864
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11569	b0054	ECK0055
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6869	b1625	ECK1621
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11236	b0315	ECK0313
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6623	b1194	ECK1182
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-17040	b4794	ECK4651
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10839	b3842	ECK3834
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-10574	b4603	ECK4412
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6250	b0453	ECK0447
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12252	b3525	ECK3510
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7147	b2175	ECK2169
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6784	b1490	ECK1484
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6904	b1678	ECK1674
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10711	b4108	ECK4101
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6571	b1113	ECK1099
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6500	b0966	ECK0957
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10203	b0839	ECK0829
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-16745	b4751	ECK4608
