Gene Name	Accession-1	Accession-2
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11517	b3925	ECK3917
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7852	b4189	ECK4185
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11239	b0766	ECK0755
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6517	b1006	ECK0997
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7040	b1932	ECK1931
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6954	b1759	ECK1757
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11685	b3656	ECK3646
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12657	b3029	ECK3020
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11245	b2930	ECK2926
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11334	b3647	ECK3637
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10759	b1702	ECK1700
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7647	b3153	ECK3141
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10688	b3403	ECK3390
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7293	b2463	ECK2458
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7046	b1953	ECK1951
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10368	b2927	ECK2923
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11501	b4117	ECK4110
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6855	b1597	ECK1592
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11422	b2237	ECK2229
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6555	b1058	ECK1043
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-8874	b4457	ECK3858
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG50009	b3517	ECK3502
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7751	b3421	ECK3407
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7683	b3238	ECK3227
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-8865	b4432	ECK1838
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7521	b2939	ECK2934
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-9383	b4763	ECK4620
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7000	b1824	ECK1822
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-10696	b4690	ECK4506
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11490	b1493	ECK1487
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-8905	b4435	ECK1992
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6158	b0287	ECK0286
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-10600	b4609	ECK4418
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10679	b1283	ECK1278
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-8880	b4417	ECK0837
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7395	b2665	ECK2659
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11554	b2669	ECK2663
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-41	b4410	ECK4142
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-8875	b4459	ECK4056
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10773	b2679	ECK2673
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-8870	b4449	ECK3153
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10680	b1482	ECK1476
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-9385	b4761	ECK4618
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11377	b3018	ECK3009
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7528	b2952	ECK2947
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10139	b0175	ECK0174
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-8861		
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11284	b0180	ECK0179
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11391	b4376	ECK4367
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12606	b1095	ECK1081
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-9381	b4762	ECK4619
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10277	b1091	ECK1077
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-9562	b4411	ECK4143
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11647	b0185	ECK0184
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-10609	b4624	ECK4431
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10273	b0954	ECK0945
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10771	b2677	ECK2671
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10217	b2316	ECK2310
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-8881	b4416	ECK0806
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11317	b1092	ECK1078
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7622	b4470	ECK3099
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10740	b4041	ECK4033
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12330	b0147	ECK0146
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11679	b2836	ECK2832
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11385	b0606	ECK0600
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10274	b2323	ECK2317
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-8876	b4430	ECK1681
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11528	b1288	ECK1283
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7312	b2495	ECK2491
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10224	b4042	ECK4034
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-8871	b4450	ECK3199
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11318	b1093	ECK1079
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6438	b0838	ECK0828
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10043	b4214	ECK4210
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-9388	b4691	ECK4505
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11208	b4017	ECK4009
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6380	b0711	ECK0700
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6823	b1550	ECK1544
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-8862	b4418	ECK1073
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10396	b3927	ECK3919
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11870	b3910	ECK3903
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12221	b3475	ECK3459
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-9382	b4585	ECK4396
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10276	b3256	ECK3243
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10953	b3908	ECK3901
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11531	b1661	ECK1657
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-10695	b4701	ECK4514
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10247	b2563	ECK2561
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6156	b0285	ECK0284
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7486	b2867	ECK2863
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-8883	b4433	ECK1839
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11702	b3996	ECK3988
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11758	b4167	ECK4163
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7487	b2868	ECK2864
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12879	b0528	ECK0521
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12115	b4374	ECK4365
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10511	b3942	ECK3934
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7500	b2881	ECK2877
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7485	b2866	ECK2862
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-8879	b4440	ECK2518
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7758	b3441	ECK3427
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11235	b0797	ECK0786
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7558	b3001	ECK2995
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6487	b0947	ECK0938
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6236	b0419	ECK0413
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10611	b2113	ECK2106
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11310	b1407	ECK1400
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7324	b2529	ECK2526
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11828	b3856	ECK3848
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7139	b2107	ECK2100
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12211	b3459	ECK3443
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6381	b0712	ECK0701
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10954	b1656	ECK1652
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6157	b0286	ECK0285
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6973	b1787	ECK1785
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6932	b1727	ECK1725
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6339	b0613	ECK0606
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12600	b4394	ECK4386
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7511	b2898	ECK2893
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6878	b1635	ECK1631
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6790	b1500	ECK4475
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12237	b3503	ECK3488
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10767	b0243	ECK0244
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7587	b3048	ECK3037
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10768	b0242	ECK0243
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10769	b0386	ECK0381
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6660	b1324	ECK1320
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11277	b0001	ECK0001
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10991	b3116	ECK3105
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11384	b0605	ECK0599
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11468	b3823	ECK3817
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10999	b0003	ECK0003
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6382	b0713	ECK0702
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11000	b0004	ECK0004
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10588	b3938	ECK3930
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12026	b2154	ECK2147
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10583	b3008	ECK3000
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10124	b3551	ECK3538
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6208	b0355	ECK0352
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10591	b3828	ECK3822
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10584	b3829	ECK3823
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11852	b3887	ECK3880
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10581	b4013	ECK4005
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6135	b0260	ECK0262
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6155	b0284	ECK0283
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10587	b4019	ECK4011
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6136	b0261	ECK0263
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11723	b3713	ECK3706
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10091	b3744	ECK3738
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10509	b1732	ECK1730
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6764	b1453	ECK1447
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11600	b2521	ECK2517
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10093	b3743	ECK3737
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6886	b1646	ECK1642
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10551	b2839	ECK2837
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6174	b0304	ECK0303
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10209	b3809	ECK3804
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11579	b0798	ECK0787
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10206	b0031	ECK0032
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6104	b0220	ECK0221
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10549	b2838	ECK2836
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10108	b2480	ECK2476
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10207	b0166	ECK0164
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7649	b3155	ECK3143
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10095	b4139	ECK4133
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-9607	b4423	ECK1208
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10208	b2472	ECK2467
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12045	b2184	ECK2178
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10205	b2478	ECK2474
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11337	b2156	ECK2149
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6939	b1743	ECK1741
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-9563	b4412	ECK0017
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11662	b1931	ECK1930
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6110	b0226	ECK0227
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6171	b0301	ECK0301
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-9610	b4428	ECK1412
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG31116	b4458	ECK3952
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-9602	b4419	ECK1204
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7530	b2954	ECK2949
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6619	b1182	ECK1170
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12209	b0624	ECK0617
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6117	b0233	ECK0234
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7323	b2520	ECK2516
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-9613	b4455	ECK3544
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6615	b1178	ECK1166
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-9605	b4421	ECK1206
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6173	b0303	ECK0302
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7358	b2619	ECK2615
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-9041	b4453	ECK3524
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10135	b0033	ECK0034
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-10716	b4706	ECK4518
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10070	b3237	ECK3226
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6109	b0225	ECK0226
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10067	b0273	ECK0274
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7564	b3011	ECK3003
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6188	b0323	ECK0321
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10373	b0018	ECK0018
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10064	b3959	ECK3950
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7398	b2668	ECK2662
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11626	b0862	ECK0853
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11884	b1430	ECK1423
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11223	b3960	ECK3951
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11918	b4002	ECK3994
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10072	b2310	ECK2304
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10068	b3172	ECK3161
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11952	b4080	ECK4073
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10065	b3958	ECK3949
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11286	b3957	ECK3948
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11158	b2912	ECK2907
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10134	b0032	ECK0033
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10069	b4254	ECK4247
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11953	b4081	ECK4074
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10066	b3359	ECK3347
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11628	b0860	ECK0851
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7172	b2259	ECK2253
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10063	b2818	ECK2814
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12867	b0376	ECK0371
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11624	b0864	ECK0855
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G370	b1879	ECK1880
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10590	b3940	ECK3932
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12002	b2121	ECK2113
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10998	b0002	ECK0002
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11954	b4082	ECK4075
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10088	b3433	ECK3419
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10988	b1886	ECK1887
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10550	b4024	ECK4016
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7578	b3031	ECK3022
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11234	b1692	ECK1690
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10147	b1883	ECK1884
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10078	b2601	ECK2598
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6183	b0318	ECK0316
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10075	b2329	ECK2323
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12048	b2186	ECK2180
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7067	b1981	ECK1976
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7595	b3072	ECK3062
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10081	b3390	ECK3377
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11016	b1229	ECK1224
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10076	b1693	ECK1691
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G365	b1080	ECK1065
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10073	b0908	ECK0899
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10741	b4235	ECK4230
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10082	b0388	ECK0383
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11656	b1940	ECK1938
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10077	b3281	ECK3268
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6154	b0283	ECK0282
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10074	b3389	ECK3376
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10602	b1889	ECK1890
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10384	b2553	ECK2550
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11663	b3349	ECK3336
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11625	b0863	ECK0854
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7049	b1956	ECK1954
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10388	b0810	ECK0799
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7865	b4207	ECK4203
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10385	b3868	ECK3861
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G362	b1077	ECK1062
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10389	b0809	ECK0798
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6541	b1035	ECK1021
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10386	b0811	ECK0800
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11545	b1083	ECK1068
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10383	b3870	ECK3863
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12397	b0944	ECK0935
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11411	b0167	ECK0165
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10324	b1946	ECK1944
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10387	b3869	ECK3862
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7744	b3401	ECK3388
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11575	b0071	ECK0073
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G359	b1074	ECK1059
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10540	b3458	ECK3442
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6357	b0650	ECK0643
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11576	b0072	ECK0074
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11388	b1925	ECK1924
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11226	b0074	ECK0076
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12311	b2524	ECK2521
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10531	b0076	ECK0078
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10321	b1923	ECK1922
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11577	b0073	ECK0075
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11989	b2110	ECK2103
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11280	b0075	ECK0077
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6562	b1070	ECK1055
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10500	b0077	ECK0079
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6333	b0604	ECK0598
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7038	b1919	ECK1918
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12880	b2604	ECK2601
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10496	b3771	ECK3763
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12194	b0999	ECK0990
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11270	b3766	ECK3759
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11346	b1937	ECK1935
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10493	b3772	ECK3764
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10461	b0473	ECK0467
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10539	b3460	ECK3444
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10151	b1881	ECK1882
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10501	b3769	ECK3761
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6268	b0492	ECK0486
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11275	b3672	ECK3663
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G378	b1942	ECK1940
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10494	b3671	ECK3662
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10757	b3363	ECK3351
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10541	b3456	ECK3440
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11018	b1421	ECK1415
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10502	b3670	ECK3661
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10148	b1884	ECK1885
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10499	b0078	ECK0080
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7055	b1967	ECK1963
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10495	b3774	ECK3766
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6160	b0289	ECK0288
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10547	b0889	ECK0880
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G366	b1081	ECK1066
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10538	b3457	ECK3441
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12130	b2526	ECK2523
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10503	b3773	ECK3765
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11967	b1082	ECK1067
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-9281		
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10674	b1243	ECK1237
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10107	b3572	ECK3561
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10841	b1924	ECK1923
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7184	b2290	ECK2284
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7866	b4209	ECK4205
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10497	b3770	ECK3762
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7354	b2603	ECK2600
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7242	b2379	ECK2375
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G198	b0424	ECK0418
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10001	b4053	ECK4045
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G363	b1078	ECK1063
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10451	b2026	ECK2021
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6386	b0717	ECK0706
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10448	b2025	ECK2020
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11643	b1535	ECK1528
