repl,seqtype,line,target_id,est_counts,eff_length,length,tpm,subgroup,mix1.conc.attomols.ul,mix2.conc.attomols.ul,expected.fc.ratio,log2(mix1.over.mix2),dilution,amount.added,molecules_of_seq
rep2,ribo,Ara+2,ERC_00071,3,618,642,0.14067922486238663,C,58.59375,87.890625,0.67,-0.58,10,0.952,3359225.5265625007
rep2,ribo,Ara+2,ERC_00073,0,579,603,0,B,0.91552734,0.91552734,1,0,10,0.952,52487.898637548635
rep2,ribo,Ara+2,ERC_00074,521,498,522,30.318350376667684,C,15000,22500,0.67,-0.58,10,0.952,859961734.8000002
rep2,ribo,Ara+2,ERC_00075,0,999,1023,0,B,0.01430512,0.01430512,1,0,10,0.952,820.1237207814786
rep2,ribo,Ara+2,ERC_00076,17,618,642,0.797182274220191,C,234.375,351.5625,0.67,-0.58,10,0.952,13436902.106250003
rep2,ribo,Ara+2,ERC_00077,0,249,273,0,D,3.66210938,7.32421875,0.5,-1,10,0.952,209951.59569681017
rep2,ribo,Ara+2,ERC_00078,0,969,993,0,D,29.296875,58.59375,0.5,-1,10,0.952,1679612.7632812504
rep2,ribo,Ara+2,ERC_00079,3,620,644,0.14022542091121765,D,58.59375,117.1875,0.5,-1,10,0.952,3359225.5265625007
rep2,ribo,Ara+2,ERC_00081,0,510,534,0,D,0.22888184,0.45776367,0.5,-1,10,0.952,13121.974946041071
rep2,ribo,Ara+2,ERC_00083,0,998,1022,0,A,0.02861023,0.00715256,4,2,10,0.952,1640.246868255134
rep2,ribo,Ara+2,ERC_00084,4,970,994,0.1195048260686666,C,29.296875,43.9453125,0.67,-0.58,10,0.952,1679612.7632812504
rep2,ribo,Ara+2,ERC_00085,2,820,844,0.07068273249183328,A,7.32421875,1.83105469,4,2,10,0.952,419903.1908203126
rep2,ribo,Ara+2,ERC_00086,0,996,1020,0,D,0.11444092,0.22888184,0.5,-1,10,0.952,6560.987473020536
rep2,ribo,Ara+2,ERC_00092,25,1100,1124,0.6586345527648102,A,234.375,58.59375,4,2,10,0.952,13436902.106250003
rep2,ribo,Ara+2,ERC_00095,6,497,521,0.3498581930179273,A,117.1875,29.296875,4,2,10,0.952,6718451.0531250015
rep2,ribo,Ara+2,ERC_00096,641,1083,1107,17.15247361604682,B,15000,15000,1,0,10,0.952,859961734.8000002
rep2,ribo,Ara+2,ERC_00097,0,499,523,0,A,0.45776367,0.11444092,4,2,10,0.952,26243.949318774317
rep2,ribo,Ara+2,ERC_00098,0,1119,1143,0,C,0.05722046,0.08583069,0.67,-0.58,10,0.952,3280.493736510268
rep2,ribo,Ara+2,ERC_00099,1,1326,1350,0.021855143530657352,C,14.6484375,21.9726563,0.67,-0.58,10,0.952,839806.3816406252
rep2,ribo,Ara+2,ERC_00104,8,1998,2022,0.1160357170036102,B,0.22888184,0.22888184,1,0,10,0.952,13121.974946041071
rep2,ribo,Ara+2,ERC_00108,70,998,1022,2.0326597419996144,A,937.5,234.375,4,2,10,0.952,53747608.42500001
rep2,ribo,Ara+2,ERC_00109,0,512,536,0,B,0.91552734,0.91552734,1,0,10,0.952,52487.898637548635
rep2,ribo,Ara+2,ERC_00111,9,970,994,0.2688858586544998,C,468.75,703.125,0.67,-0.58,10,0.952,26873804.212500006
rep2,ribo,Ara+2,ERC_00112,13,1112,1136,0.33879403253729445,D,117.1875,234.375,0.5,-1,10,0.952,6718451.0531250015
rep2,ribo,Ara+2,ERC_00113,163,816,840,5.788881142682866,C,3750,5625,0.67,-0.58,10,0.952,214990433.70000005
rep2,ribo,Ara+2,ERC_00116,84,1967,1991,1.2375766685402838,A,468.75,117.1875,4,2,10,0.952,26873804.212500006
rep2,ribo,Ara+2,ERC_00117,0,1112,1136,0,B,0.05722046,0.05722046,1,0,10,0.952,3280.493736510268
rep2,ribo,Ara+2,ERC_00120,0,512,536,0,C,0.91552734,1.37329102,0.67,-0.58,10,0.952,52487.898637548635
rep2,ribo,Ara+2,ERC_00123,0,998,1022,0,A,0.22888184,0.05722046,4,2,10,0.952,13121.974946041071
rep2,ribo,Ara+2,ERC_00126,0,1094,1118,0,B,14.6484375,14.6484375,1,0,10,0.952,839806.3816406252
rep2,ribo,Ara+2,ERC_00130,1731,1035,1059,48.467866740849274,A,30000,7500,4,2,10,0.952,1719923469.6000004
rep2,ribo,Ara+2,ERC_00131,11,747,771,0.4267458146427954,A,117.1875,29.296875,4,2,10,0.952,6718451.0531250015
rep2,ribo,Ara+2,ERC_00134,0,250,274,0,A,1.83105469,0.45776367,4,2,10,0.952,104975.79784840508
rep2,ribo,Ara+2,ERC_00136,124,1009,1033,3.5614570068233937,A,1875,468.75,4,2,10,0.952,107495216.85000002
rep2,ribo,Ara+2,ERC_00137,0,513,537,0,D,0.91552734,1.83105469,0.5,-1,10,0.952,52487.898637548635
rep2,ribo,Ara+2,ERC_00138,0,1000,1024,0,B,0.11444092,0.11444092,1,0,10,0.952,6560.987473020536
rep2,ribo,Ara+2,ERC_00142,0,469,493,0,B,0.22888184,0.22888184,1,0,10,0.952,13121.974946041071
rep2,ribo,Ara+2,ERC_00143,1,760,784,0.03813147410743638,C,3.66210938,5.49316406,0.67,-0.58,10,0.952,209951.59569681017
rep2,ribo,Ara+2,ERC_00144,0,514,538,0,A,29.296875,7.32421875,4,2,10,0.952,1679612.7632812504
rep2,ribo,Ara+2,ERC_00145,59,1018,1042,1.6795828084257831,C,937.5,1406.25,0.67,-0.58,10,0.952,53747608.42500001
rep2,ribo,Ara+2,ERC_00147,0,999,1023,0,A,0.91552734,0.22888184,4,2,10,0.952,52487.898637548635
rep2,ribo,Ara+2,ERC_00148,2,470,494,0.1233188098793687,B,14.6484375,14.6484375,1,0,10,0.952,839806.3816406252
rep2,ribo,Ara+2,ERC_00150,0,719,743,0,B,3.66210938,3.66210938,1,0,10,0.952,209951.59569681017
rep2,ribo,Ara+2,ERC_00154,0,513,537,0,A,7.32421875,1.83105469,4,2,10,0.952,419903.1908203126
rep2,ribo,Ara+2,ERC_00156,0,470,494,0,A,0.45776367,0.11444092,4,2,10,0.952,26243.949318774317
rep2,ribo,Ara+2,ERC_00157,0,995,1019,0,C,7.32421875,10.9863281,0.67,-0.58,10,0.952,419903.1908203126
rep2,ribo,Ara+2,ERC_00158,0,1003,1027,0,B,0.45776367,0.45776367,1,0,10,0.952,26243.949318774317
rep2,ribo,Ara+2,ERC_00160,0,719,743,0,D,7.32421875,14.6484375,0.5,-1,10,0.952,419903.1908203126
rep2,ribo,Ara+2,ERC_00162,4,499,523,0.23230397051424165,C,58.59375,87.890625,0.67,-0.58,10,0.952,3359225.5265625007
rep2,ribo,Ara+2,ERC_00163,1,519,543,0.05583799676618814,D,14.6484375,29.296875,0.5,-1,10,0.952,839806.3816406252
rep2,ribo,Ara+2,ERC_00164,0,998,1022,0,C,0.45776367,0.68664551,0.67,-0.58,10,0.952,26243.949318774317
rep2,ribo,Ara+2,ERC_00165,0,848,872,0,D,58.59375,117.1875,0.5,-1,10,0.952,3359225.5265625007
rep2,ribo,Ara+2,ERC_00168,0,1000,1024,0,D,0.45776367,0.91552734,0.5,-1,10,0.952,26243.949318774317
rep2,ribo,Ara+2,ERC_00170,4,999,1023,0.1160357170036102,A,14.6484375,3.66210938,4,2,10,0.952,839806.3816406252
rep2,ribo,Ara+2,ERC_00171,174,481,505,10.483380740056937,B,3750,3750,1,0,10,0.952,214990433.70000005
rep1,rna,Ara+2,ERC_00002,10647,1037,1061,151.75428159527283,D,15000,30000,0.5,-1,100,3,270996345.00000006
rep1,rna,Ara+2,ERC_00003,262,999,1023,3.87639708683475,D,937.5,1875,0.5,-1,100,3,16937271.562500004
rep1,rna,Ara+2,ERC_00004,424,499,523,12.559078251565085,A,7500,1875,4,2,100,3,135498172.50000003
rep1,rna,Ara+2,ERC_00009,630,960,984,9.69977749101935,B,937.5,937.5,1,0,100,3,16937271.562500004
rep1,rna,Ara+2,ERC_00012,0,970,994,0,C,0.11444092,0.17166138,0.67,-0.58,100,3,2067.53806922916
rep1,rna,Ara+2,ERC_00013,0,784,808,0,D,0.91552734,1.83105469,0.5,-1,100,3,16540.304192504824
rep1,rna,Ara+2,ERC_00014,5,1933,1957,0.03823231588113951,D,3.66210938,7.32421875,0.5,-1,100,3,66161.21713134774
rep1,rna,Ara+2,ERC_00016,0,820,844,0,C,0.22888184,0.34332275,0.67,-0.58,100,3,4135.07613845832
rep1,rna,Ara+2,ERC_00017,0,1112,1136,0,A,0.11444092,0.02861023,4,2,100,3,2067.53806922916
rep1,rna,Ara+2,ERC_00019,9,620,644,0.21455729012393035,A,29.296875,7.32421875,4,2,100,3,529289.7363281251
rep1,rna,Ara+2,ERC_00022,49,727,751,0.9962174039377966,D,234.375,468.75,0.5,-1,100,3,4234317.890625001
rep1,rna,Ara+2,ERC_00024,0,512,536,0,C,0.22888184,0.34332275,0.67,-0.58,100,3,4135.07613845832
rep1,rna,Ara+2,ERC_00025,52,1970,1994,0.3901481688435146,B,58.59375,58.59375,1,0,100,3,1058579.4726562502
rep1,rna,Ara+2,ERC_00028,2,1106,1130,0.02672805301925594,A,3.66210938,0.91552734,4,2,100,3,66161.21713134774
rep1,rna,Ara+2,ERC_00031,1,1114,1138,0.013268055044567805,B,1.83105469,1.83105469,1,0,100,3,33080.60856567387
rep1,rna,Ara+2,ERC_00033,0,1998,2022,0,A,1.83105469,0.45776367,4,2,100,3,33080.60856567387
rep1,rna,Ara+2,ERC_00034,16,995,1019,0.23767820413505183,B,7.32421875,7.32421875,1,0,100,3,132322.43408203128
rep1,rna,Ara+2,ERC_00035,66,1106,1130,0.8820257496354459,B,117.1875,117.1875,1,0,100,3,2117158.9453125005
rep1,rna,Ara+2,ERC_00039,2,716,740,0.04128662938449311,C,3.66210938,5.49316406,0.67,-0.58,100,3,66161.21713134774
rep1,rna,Ara+2,ERC_00040,1,720,744,0.020528629610622965,C,0.91552734,1.37329102,0.67,-0.58,100,3,16540.304192504824
rep1,rna,Ara+2,ERC_00041,0,1098,1122,0,D,0.22888184,0.45776367,0.5,-1,100,3,4135.07613845832
rep1,rna,Ara+2,ERC_00042,159,999,1023,2.3524699878119284,B,468.75,468.75,1,0,100,3,8468635.781250002
rep1,rna,Ara+2,ERC_00043,218,999,1023,3.2253991027861666,D,468.75,937.5,0.5,-1,100,3,8468635.781250002
rep1,rna,Ara+2,ERC_00044,50,1132,1156,0.6528539452141578,C,117.1875,175.78125,0.67,-0.58,100,3,2117158.9453125005
rep1,rna,Ara+2,ERC_00046,825,498,522,24.48595580062257,D,3750,7500,0.5,-1,100,3,67749086.25000001
rep1,rna,Ara+2,ERC_00048,0,968,992,0,D,0.01430512,0.02861023,0.5,-1,100,3,258.44234898576
rep1,rna,Ara+2,ERC_00051,1,250,274,0.05912245327859413,B,58.59375,58.59375,1,0,100,3,1058579.4726562502
rep1,rna,Ara+2,ERC_00053,10,999,1023,0.1479540872837691,B,29.296875,29.296875,1,0,100,3,529289.7363281251
rep1,rna,Ara+2,ERC_00054,0,250,274,0,C,14.6484375,21.9726563,0.67,-0.58,100,3,264644.86816406256
rep1,rna,Ara+2,ERC_00057,0,997,1021,0,C,0.01430512,0.02145767,0.67,-0.58,100,3,258.44234898576
rep1,rna,Ara+2,ERC_00058,2,1112,1136,0.02658383690584269,C,1.83105469,2.74658203,0.67,-0.58,100,3,33080.60856567387
rep1,rna,Ara+2,ERC_00059,4,501,525,0.118008888779629,D,14.6484375,29.296875,0.5,-1,100,3,264644.86816406256
rep1,rna,Ara+2,ERC_00060,73,499,523,2.162294132934555,B,234.375,234.375,1,0,100,3,4234317.890625001
rep1,rna,Ara+2,ERC_00061,0,1112,1136,0,D,0.05722046,0.11444092,0.5,-1,100,3,1033.76903461458
rep1,rna,Ara+2,ERC_00062,15,999,1023,0.22193113092565364,A,58.59375,14.6484375,4,2,100,3,1058579.4726562502
rep1,rna,Ara+2,ERC_00067,2,620,644,0.047679397805317845,B,3.66210938,3.66210938,1,0,100,3,66161.21713134774
rep1,rna,Ara+2,ERC_00069,0,1113,1137,0,D,1.83105469,3.66210938,0.5,-1,100,3,33080.60856567387
rep1,rna,Ara+2,ERC_00071,18,618,642,0.43050330057228736,C,58.59375,87.890625,0.67,-0.58,100,3,1058579.4726562502
rep1,rna,Ara+2,ERC_00073,1,579,603,0.025527829567614048,B,0.91552734,0.91552734,1,0,100,3,16540.304192504824
rep1,rna,Ara+2,ERC_00074,1352,498,522,40.127287566596024,C,15000,22500,0.67,-0.58,100,3,270996345.00000006
rep1,rna,Ara+2,ERC_00075,0,999,1023,0,B,0.01430512,0.01430512,1,0,100,3,258.44234898576
rep1,rna,Ara+2,ERC_00076,105,618,642,2.511269253338343,C,234.375,351.5625,0.67,-0.58,100,3,4234317.890625001
rep1,rna,Ara+2,ERC_00077,0,249,273,0,D,3.66210938,7.32421875,0.5,-1,100,3,66161.21713134774
rep1,rna,Ara+2,ERC_00078,9,969,993,0.13728123826298946,D,29.296875,58.59375,0.5,-1,100,3,529289.7363281251
rep1,rna,Ara+2,ERC_00079,14,620,644,0.33375578463722494,D,58.59375,117.1875,0.5,-1,100,3,1058579.4726562502
rep1,rna,Ara+2,ERC_00081,0,510,534,0,D,0.22888184,0.45776367,0.5,-1,100,3,4135.07613845832
rep1,rna,Ara+2,ERC_00083,0,998,1022,0,A,0.02861023,0.00715256,4,2,100,3,516.88451730729
rep1,rna,Ara+2,ERC_00084,77,970,994,1.173306418157667,C,29.296875,43.9453125,0.67,-0.58,100,3,529289.7363281251
rep1,rna,Ara+2,ERC_00085,1,820,844,0.018025138194693334,A,7.32421875,1.83105469,4,2,100,3,132322.43408203128
rep1,rna,Ara+2,ERC_00086,0,996,1020,0,D,0.11444092,0.22888184,0.5,-1,100,3,2067.53806922916
rep1,rna,Ara+2,ERC_00092,187,1100,1124,2.512704264340251,A,234.375,58.59375,4,2,100,3,4234317.890625001
rep1,rna,Ara+2,ERC_00095,8,497,521,0.23791731701647542,A,117.1875,29.296875,4,2,100,3,2117158.9453125005
rep1,rna,Ara+2,ERC_00096,10135,1083,1107,138.3208827281975,B,15000,15000,1,0,100,3,270996345.00000006
rep1,rna,Ara+2,ERC_00097,0,499,523,0,A,0.45776367,0.11444092,4,2,100,3,8270.152096252412
rep1,rna,Ara+2,ERC_00098,0,1119,1143,0,C,0.05722046,0.08583069,0.67,-0.58,100,3,1033.76903461458
rep1,rna,Ara+2,ERC_00099,5,1326,1350,0.055733836046940176,C,14.6484375,21.9726563,0.67,-0.58,100,3,264644.86816406256
rep1,rna,Ara+2,ERC_00104,2,1998,2022,0.01479540872837691,B,0.22888184,0.22888184,1,0,100,3,4135.07613845832
rep1,rna,Ara+2,ERC_00108,1012,998,1022,14.987956592669654,A,937.5,234.375,4,2,100,3,16937271.562500004
rep1,rna,Ara+2,ERC_00109,0,512,536,0,B,0.91552734,0.91552734,1,0,100,3,16540.304192504824
rep1,rna,Ara+2,ERC_00111,161,970,994,2.4532770561478494,C,468.75,703.125,0.67,-0.58,100,3,8468635.781250002
rep1,rna,Ara+2,ERC_00112,74,1112,1136,0.9836019655161794,D,117.1875,234.375,0.5,-1,100,3,2117158.9453125005
rep1,rna,Ara+2,ERC_00113,1483,816,840,26.862315628723987,C,3750,5625,0.67,-0.58,100,3,67749086.25000001
rep1,rna,Ara+2,ERC_00116,692,1967,1991,5.199890400201721,A,468.75,117.1875,4,2,100,3,8468635.781250002
rep1,rna,Ara+2,ERC_00117,0,1112,1136,0,B,0.05722046,0.05722046,1,0,100,3,1033.76903461458
rep1,rna,Ara+2,ERC_00120,0,512,536,0,C,0.91552734,1.37329102,0.67,-0.58,100,3,16540.304192504824
rep1,rna,Ara+2,ERC_00123,0,998,1022,0,A,0.22888184,0.05722046,4,2,100,3,4135.07613845832
rep1,rna,Ara+2,ERC_00126,4,1094,1118,0.05404246186343156,B,14.6484375,14.6484375,1,0,100,3,264644.86816406256
rep1,rna,Ara+2,ERC_00130,14108,1035,1059,201.4733262933348,A,30000,7500,4,2,100,3,541992690.0000001
rep1,rna,Ara+2,ERC_00131,37,747,771,0.7321053451499273,A,117.1875,29.296875,4,2,100,3,2117158.9453125005
rep1,rna,Ara+2,ERC_00134,0,250,274,0,A,1.83105469,0.45776367,4,2,100,3,33080.60856567387
rep1,rna,Ara+2,ERC_00136,987,1009,1033,14.458340283937662,A,1875,468.75,4,2,100,3,33874543.12500001
rep1,rna,Ara+2,ERC_00137,0,513,537,0,D,0.91552734,1.83105469,0.5,-1,100,3,16540.304192504824
rep1,rna,Ara+2,ERC_00138,0,1000,1024,0,B,0.11444092,0.11444092,1,0,100,3,2067.53806922916
rep1,rna,Ara+2,ERC_00142,0,469,493,0,B,0.22888184,0.22888184,1,0,100,3,4135.07613845832
rep1,rna,Ara+2,ERC_00143,3,760,784,0.05834452626177053,C,3.66210938,5.49316406,0.67,-0.58,100,3,66161.21713134774
rep1,rna,Ara+2,ERC_00144,13,514,538,0.373828741547531,A,29.296875,7.32421875,4,2,100,3,529289.7363281251
rep1,rna,Ara+2,ERC_00145,267,1018,1042,3.8766441614402343,C,937.5,1406.25,0.67,-0.58,100,3,16937271.562500004
rep1,rna,Ara+2,ERC_00147,1,999,1023,0.01479540872837691,A,0.91552734,0.22888184,4,2,100,3,16540.304192504824
rep1,rna,Ara+2,ERC_00148,1,470,494,0.03144811344606071,B,14.6484375,14.6484375,1,0,100,3,264644.86816406256
rep1,rna,Ara+2,ERC_00150,1,719,743,0.020557181251249695,B,3.66210938,3.66210938,1,0,100,3,66161.21713134774
rep1,rna,Ara+2,ERC_00154,3,513,537,0.08643633520262299,A,7.32421875,1.83105469,4,2,100,3,132322.43408203128
rep1,rna,Ara+2,ERC_00156,1,470,494,0.03144811344606071,A,0.45776367,0.11444092,4,2,100,3,8270.152096252412
rep1,rna,Ara+2,ERC_00157,9,995,1019,0.1336939898259666,C,7.32421875,10.9863281,0.67,-0.58,100,3,132322.43408203128
rep1,rna,Ara+2,ERC_00158,0,1003,1027,0,B,0.45776367,0.45776367,1,0,100,3,8270.152096252412
rep1,rna,Ara+2,ERC_00160,5,719,743,0.1027859062562485,D,7.32421875,14.6484375,0.5,-1,100,3,132322.43408203128
rep1,rna,Ara+2,ERC_00162,13,499,523,0.38506607846779745,C,58.59375,87.890625,0.67,-0.58,100,3,1058579.4726562502
rep1,rna,Ara+2,ERC_00163,3,519,543,0.08543707121184123,D,14.6484375,29.296875,0.5,-1,100,3,264644.86816406256
rep1,rna,Ara+2,ERC_00164,0,998,1022,0,C,0.45776367,0.68664551,0.67,-0.58,100,3,8270.152096252412
rep1,rna,Ara+2,ERC_00165,32,848,872,0.5577589931942842,D,58.59375,117.1875,0.5,-1,100,3,1058579.4726562502
rep1,rna,Ara+2,ERC_00168,0,1000,1024,0,D,0.45776367,0.91552734,0.5,-1,100,3,8270.152096252412
rep1,rna,Ara+2,ERC_00170,12,999,1023,0.1775449047405229,A,14.6484375,3.66210938,4,2,100,3,264644.86816406256
rep1,rna,Ara+2,ERC_00171,804,481,505,24.706056359662,B,3750,3750,1,0,100,3,67749086.25000001
rep2,rna,Ara+2,ERC_00002,8222,1037,1061,175.18165359637808,D,15000,30000,0.5,-1,100,4,361328460.00000006
rep2,rna,Ara+2,ERC_00003,219,999,1023,4.8436029165504895,D,937.5,1875,0.5,-1,100,4,22583028.750000004
rep2,rna,Ara+2,ERC_00004,290,499,523,12.84066032479427,A,7500,1875,4,2,100,4,180664230.00000003
rep2,rna,Ara+2,ERC_00009,593,960,984,13.648136762675637,B,937.5,937.5,1,0,100,4,22583028.750000004
rep2,rna,Ara+2,ERC_00012,3,970,994,0.06833440634986498,C,0.11444092,0.17166138,0.67,-0.58,100,4,2756.7174256388803
rep2,rna,Ara+2,ERC_00013,0,784,808,0,D,0.91552734,1.83105469,0.5,-1,100,4,22053.738923339766
rep2,rna,Ara+2,ERC_00014,6,1933,1957,0.06858186669360479,D,3.66210938,7.32421875,0.5,-1,100,4,88214.95617513033
rep2,rna,Ara+2,ERC_00016,0,820,844,0,C,0.22888184,0.34332275,0.67,-0.58,100,4,5513.434851277761
rep2,rna,Ara+2,ERC_00017,0,1112,1136,0,A,0.11444092,0.02861023,4,2,100,4,2756.7174256388803
rep2,rna,Ara+2,ERC_00019,6,620,644,0.21382056180441625,A,29.296875,7.32421875,4,2,100,4,705719.6484375001
rep2,rna,Ara+2,ERC_00022,57,727,751,1.73232889825036,D,234.375,468.75,0.5,-1,100,4,5645757.187500001
rep2,rna,Ara+2,ERC_00024,0,512,536,0,C,0.22888184,0.34332275,0.67,-0.58,100,4,5513.434851277761
rep2,rna,Ara+2,ERC_00025,40,1970,1994,0.44862520581637244,B,58.59375,58.59375,1,0,100,4,1411439.2968750002
rep2,rna,Ara+2,ERC_00028,2,1106,1130,0.03995441480371852,A,3.66210938,0.91552734,4,2,100,4,88214.95617513033
rep2,rna,Ara+2,ERC_00031,1,1114,1138,0.019833744512079306,B,1.83105469,1.83105469,1,0,100,4,44107.47808756516
rep2,rna,Ara+2,ERC_00033,2,1998,2022,0.022116908294751096,A,1.83105469,0.45776367,4,2,100,4,44107.47808756516
rep2,rna,Ara+2,ERC_00034,12,995,1019,0.26646984586681016,B,7.32421875,7.32421875,1,0,100,4,176429.91210937503
rep2,rna,Ara+2,ERC_00035,61,1106,1130,1.218609651513415,B,117.1875,117.1875,1,0,100,4,2822878.5937500005
rep2,rna,Ara+2,ERC_00039,1,716,740,0.03085864718778819,C,3.66210938,5.49316406,0.67,-0.58,100,4,88214.95617513033
rep2,rna,Ara+2,ERC_00040,0,720,744,0,C,0.91552734,1.37329102,0.67,-0.58,100,4,22053.738923339766
rep2,rna,Ara+2,ERC_00041,0,1098,1122,0,D,0.22888184,0.45776367,0.5,-1,100,4,5513.434851277761
rep2,rna,Ara+2,ERC_00042,128,999,1023,2.8309642617281403,B,468.75,468.75,1,0,100,4,11291514.375000002
rep2,rna,Ara+2,ERC_00043,173,999,1023,3.82622513499194,D,468.75,937.5,0.5,-1,100,4,11291514.375000002
rep2,rna,Ara+2,ERC_00044,58,1132,1156,1.1320652830516502,C,117.1875,175.78125,0.67,-0.58,100,4,2822878.5937500005
rep2,rna,Ara+2,ERC_00046,728,498,522,32.299213111124935,D,3750,7500,0.5,-1,100,4,90332115.00000001
rep2,rna,Ara+2,ERC_00048,0,968,992,0,D,0.01430512,0.02861023,0.5,-1,100,4,344.5897986476801
rep2,rna,Ara+2,ERC_00051,0,250,274,0,B,58.59375,58.59375,1,0,100,4,1411439.2968750002
rep2,rna,Ara+2,ERC_00053,6,999,1023,0.13270144976850656,B,29.296875,29.296875,1,0,100,4,705719.6484375001
rep2,rna,Ara+2,ERC_00054,0,250,274,0,C,14.6484375,21.9726563,0.67,-0.58,100,4,352859.82421875006
rep2,rna,Ara+2,ERC_00057,0,997,1021,0,C,0.01430512,0.02145767,0.67,-0.58,100,4,344.5897986476801
rep2,rna,Ara+2,ERC_00058,0,1112,1136,0,C,1.83105469,2.74658203,0.67,-0.58,100,4,44107.47808756516
rep2,rna,Ara+2,ERC_00059,3,501,525,0.13230414003866076,D,14.6484375,29.296875,0.5,-1,100,4,352859.82421875006
rep2,rna,Ara+2,ERC_00060,50,499,523,2.213906952550736,B,234.375,234.375,1,0,100,4,5645757.187500001
rep2,rna,Ara+2,ERC_00061,0,1112,1136,0,D,0.05722046,0.11444092,0.5,-1,100,4,1378.3587128194401
rep2,rna,Ara+2,ERC_00062,14,999,1023,0.30963671612651533,A,58.59375,14.6484375,4,2,100,4,1411439.2968750002
rep2,rna,Ara+2,ERC_00067,0,620,644,0,B,3.66210938,3.66210938,1,0,100,4,88214.95617513033
rep2,rna,Ara+2,ERC_00069,0,1113,1137,0,D,1.83105469,3.66210938,0.5,-1,100,4,44107.47808756516
rep2,rna,Ara+2,ERC_00071,20,618,642,0.7150417924419529,C,58.59375,87.890625,0.67,-0.58,100,4,1411439.2968750002
rep2,rna,Ara+2,ERC_00073,0,579,603,0,B,0.91552734,0.91552734,1,0,100,4,22053.738923339766
rep2,rna,Ara+2,ERC_00074,1119,498,522,49.646730043061545,C,15000,22500,0.67,-0.58,100,4,361328460.00000006
rep2,rna,Ara+2,ERC_00075,0,999,1023,0,B,0.01430512,0.01430512,1,0,100,4,344.5897986476801
rep2,rna,Ara+2,ERC_00076,67,618,642,2.3953900046805425,C,234.375,351.5625,0.67,-0.58,100,4,5645757.187500001
rep2,rna,Ara+2,ERC_00077,0,249,273,0,D,3.66210938,7.32421875,0.5,-1,100,4,88214.95617513033
rep2,rna,Ara+2,ERC_00078,5,969,993,0.11400821148842283,D,29.296875,58.59375,0.5,-1,100,4,705719.6484375001
rep2,rna,Ara+2,ERC_00079,22,620,644,0.7840087266161929,D,58.59375,117.1875,0.5,-1,100,4,1411439.2968750002
rep2,rna,Ara+2,ERC_00081,0,510,534,0,D,0.22888184,0.45776367,0.5,-1,100,4,5513.434851277761
rep2,rna,Ara+2,ERC_00083,0,998,1022,0,A,0.02861023,0.00715256,4,2,100,4,689.1793564097201
rep2,rna,Ara+2,ERC_00084,39,970,994,0.8883472825482448,C,29.296875,43.9453125,0.67,-0.58,100,4,705719.6484375001
rep2,rna,Ara+2,ERC_00085,1,820,844,0.026944867544458954,A,7.32421875,1.83105469,4,2,100,4,176429.91210937503
rep2,rna,Ara+2,ERC_00086,0,996,1020,0,D,0.11444092,0.22888184,0.5,-1,100,4,2756.7174256388803
rep2,rna,Ara+2,ERC_00092,181,1100,1124,3.6355974917714535,A,234.375,58.59375,4,2,100,4,5645757.187500001
rep2,rna,Ara+2,ERC_00095,15,497,521,0.666844810456429,A,117.1875,29.296875,4,2,100,4,2822878.5937500005
rep2,rna,Ara+2,ERC_00096,7873,1083,1107,160.6207687770737,B,15000,15000,1,0,100,4,361328460.00000006
rep2,rna,Ara+2,ERC_00097,0,499,523,0,A,0.45776367,0.11444092,4,2,100,4,11026.869461669883
rep2,rna,Ara+2,ERC_00098,0,1119,1143,0,C,0.05722046,0.08583069,0.67,-0.58,100,4,1378.3587128194401
rep2,rna,Ara+2,ERC_00099,9,1326,1350,0.14996464741938698,C,14.6484375,21.9726563,0.67,-0.58,100,4,352859.82421875006
rep2,rna,Ara+2,ERC_00104,1,1998,2022,0.011058454147375548,B,0.22888184,0.22888184,1,0,100,4,5513.434851277761
rep2,rna,Ara+2,ERC_00108,852,998,1022,18.86248723573227,A,937.5,234.375,4,2,100,4,22583028.750000004
rep2,rna,Ara+2,ERC_00109,0,512,536,0,B,0.91552734,0.91552734,1,0,100,4,22053.738923339766
rep2,rna,Ara+2,ERC_00111,126,970,994,2.87004506669433,C,468.75,703.125,0.67,-0.58,100,4,11291514.375000002
rep2,rna,Ara+2,ERC_00112,75,1112,1136,1.4902062535829368,D,117.1875,234.375,0.5,-1,100,4,2822878.5937500005
rep2,rna,Ara+2,ERC_00113,1281,816,840,34.68557324270904,C,3750,5625,0.67,-0.58,100,4,90332115.00000001
rep2,rna,Ara+2,ERC_00116,594,1967,1991,6.6722450856914435,A,468.75,117.1875,4,2,100,4,11291514.375000002
rep2,rna,Ara+2,ERC_00117,0,1112,1136,0,B,0.05722046,0.05722046,1,0,100,4,1378.3587128194401
rep2,rna,Ara+2,ERC_00120,0,512,536,0,C,0.91552734,1.37329102,0.67,-0.58,100,4,22053.738923339766
rep2,rna,Ara+2,ERC_00123,0,998,1022,0,A,0.22888184,0.05722046,4,2,100,4,5513.434851277761
rep2,rna,Ara+2,ERC_00126,5,1094,1118,0.10098167909714965,B,14.6484375,14.6484375,1,0,100,4,352859.82421875006
rep2,rna,Ara+2,ERC_00130,11329,1035,1059,241.84723827745307,A,30000,7500,4,2,100,4,722656920.0000001
