NAME,ASSOCIATION,EXPERIMENT,line,repl,LOCATION,POSITION,SHAPE,SHAPE.area,SHAPE.length,SHAPE.perimeter,SHAPE.width.mean,ZSCORE,volume,mutator,age
b65,0,Lenski strains,Ara-5,1,(x=27.48 y=118.03),3,1,4.921108,5.814106,12.525735,0.8842384,7.3335085,2.3802375926773394,FALSE,young
b66,0,Lenski strains,Ara-5,1,(x=35.80 y=59.67),3,1,7.0664945,9.618245,20.062191,0.7498048,7.045525,2.8313326057185564,FALSE,young
b67,0,Lenski strains,Ara-5,1,(x=40.30 y=13.02),3,1,5.3024707,6.8617578,14.645462,0.7963944,6.8410378,2.2787170510477632,FALSE,young
b68,0,Lenski strains,Ara-5,1,(x=60.70 y=30.77),3,1,5.577911,7.3204594,15.515446,0.7819211,7.0071836,2.343488485175393,FALSE,young
b69,0,Lenski strains,Ara-5,1,(x=79.66 y=50.73),3,1,4.9479547,6.396623,13.634462,0.80164826,7.1550155,2.1523707729706563,FALSE,young
b70,0,Lenski strains,Ara-5,1,(x=82.31 y=108.99),3,1,3.9793875,5.35444,11.505801,0.773842,7.1875234,1.6788707901372544,FALSE,young
b72,0,Lenski strains,Ara-5,1,(x=102.29 y=48.87),3,1,21.535164,29.150167,59.26822,0.74323654,6.688274,8.431285104194389,FALSE,young
b75,0,Lenski strains,Ara-5,1,(x=115.56 y=29.67),3,1,4.02221,5.7922764,12.390276,0.7166406,7.0227985,1.557581274518708,FALSE,young
b76,0,Lenski strains,Ara-5,1,(x=120.20 y=112.73),3,1,3.7101624,4.6938987,10.244267,0.8314302,7.5770082,1.6989630187522444,FALSE,young
b78,0,Lenski strains,Ara-5,1,(x=123.68 y=4.31),3,1,4.2054825,5.8199286,12.453398,0.74655336,6.8781767,1.6983922047161373,FALSE,young
b81,0,Lenski strains,Ara-5,1,(x=127.41 y=125.93),3,1,4.4853187,5.1168165,11.150499,0.9272879,7.5713596,2.303709166737744,FALSE,young
b82,0,Lenski strains,Ara-5,1,(x=12.89 y=113.17),3,1,4.7046785,5.428712,11.994798,0.892807,6.481039,2.2657427450193315,FALSE,young
b83,0,Lenski strains,Ara-5,1,(x=13.38 y=111.88),3,1,4.314548,5.4721994,11.80475,0.82506984,6.6182365,1.9504820613370855,FALSE,young
b84,0,Lenski strains,Ara-5,1,(x=81.52 y=126.11),3,1,4.158619,5.3221464,11.457903,0.81911844,6.8918777,1.8697297783215077,FALSE,young
b85,0,Lenski strains,Ara-5,1,(x=82.32 y=125.72),3,1,3.6836936,5.1313224,11.023014,0.7481181,6.6673174,1.5037244071685953,FALSE,young
b87,0,Lenski strains,Ara-5,1,(x=104.15 y=112.41),3,1,2.982272,3.526715,7.954804,0.91572165,7.4078693,1.5484455973434306,FALSE,young
b90,0,Lenski strains,Ara-5,1,(x=16.52 y=38.47),4,1,7.1322885,8.918843,18.7223,0.8211787,7.8101087,3.1490712957711704,FALSE,young
b91,0,Lenski strains,Ara-5,1,(x=20.33 y=110.66),4,1,6.7397,8.077752,17.115488,0.8581483,8.331048,3.114682844258817,FALSE,young
b92,0,Lenski strains,Ara-5,1,(x=23.42 y=104.25),4,1,3.8989415,4.938622,10.770294,0.82477087,7.986963,1.7590210495030705,FALSE,young
b94,0,Lenski strains,Ara-5,1,(x=39.82 y=7.46),4,1,6.164418,7.083552,15.10798,0.9044689,8.1799,3.0341495670177556,FALSE,young
b96,0,Lenski strains,Ara-5,1,(x=78.61 y=100.11),4,1,6.241709,7.177391,15.26637,0.9040237,8.5075,3.07131853288506,FALSE,young
b97,0,Lenski strains,Ara-5,1,(x=81.40 y=121.65),4,1,4.5427938,5.035581,11.018238,0.95405626,8.801756,2.399916764600987,FALSE,young
b98,0,Lenski strains,Ara-5,1,(x=92.84 y=124.53),4,1,5.1708593,6.3062987,13.478452,0.85263556,8.669709,2.4004907811700837,FALSE,young
b99,0,Lenski strains,Ara-5,1,(x=96.01 y=14.80),4,1,4.7445235,5.4808683,11.907401,0.90629905,8.479367,2.357170722987237,FALSE,young
b100,0,Lenski strains,Ara-5,1,(x=96.67 y=73.04),4,1,4.752653,6.0023723,12.830256,0.82564044,8.260274,2.142414331187024,FALSE,young
b102,0,Lenski strains,Ara-5,1,(x=124.05 y=94.98),4,1,5.9274874,7.0342784,14.97597,0.87143964,8.590982,2.7970021319361593,FALSE,young
b103,0,Lenski strains,Ara-5,1,(x=68.59 y=79.79),4,1,4.2066407,4.598883,10.146526,0.9764857,8.50973,2.2960574931691333,FALSE,young
b104,0,Lenski strains,Ara-5,1,(x=72.09 y=76.67),4,1,4.013797,4.976656,10.739405,0.85480267,8.075685,1.904004561586943,FALSE,young
b105,0,Lenski strains,Ara-5,1,(x=87.05 y=22.99),4,1,2.589022,3.1727517,7.2089806,0.8886063,8.193917,1.3117572817476306,FALSE,young
b106,0,Lenski strains,Ara-5,1,(x=89.36 y=20.59),4,1,2.726565,3.31691,7.464231,0.9041662,8.232762,1.4198054730302456,FALSE,young
b107,0,Lenski strains,Ara-5,1,(x=121.80 y=26.48),4,1,3.6492844,4.571551,9.936532,0.8481226,8.168777,1.7217871548660204,FALSE,young
b108,0,Lenski strains,Ara-5,1,(x=125.01 y=22.98),4,1,4.2167554,4.915868,10.718055,0.91008675000000006,8.375761,2.131888162207925,FALSE,young
b110,0,Lenski strains,Ara-5,1,(x=5.31 y=12.88),5,1,4.271099,5.440119,11.697995,0.82194227,7.869859,1.9243747642287665,FALSE,young
b111,0,Lenski strains,Ara-5,1,(x=16.02 y=94.20),5,1,3.5283318,4.3254337,9.505413,0.8661444,8.449309,1.6990606645623016,FALSE,young
b112,0,Lenski strains,Ara-5,1,(x=18.23 y=18.57),5,1,5.229197,6.6043663,14.118218,0.82025176,7.9337277,2.3266128200960234,FALSE,young
b113,0,Lenski strains,Ara-5,1,(x=19.67 y=45.51),5,1,5.762247,7.623922,16.067146,0.7788503,7.808742,2.421503213713267,FALSE,young
b114,0,Lenski strains,Ara-5,1,(x=65.90 y=25.63),5,1,4.512686,5.7710304,12.3668995,0.81580675,7.745769,2.0110671547890133,FALSE,young
b115,0,Lenski strains,Ara-5,1,(x=107.02 y=101.33),5,1,9.149113,10.871051,22.8301,0.86005837,8.439037,4.210425709900761,FALSE,young
b116,0,Lenski strains,Ara-5,1,(x=110.81 y=46.04),5,1,4.914869,6.1049056,13.076347,0.8384363,8.259648,2.2470757901883256,FALSE,young
b117,0,Lenski strains,Ara-5,1,(x=113.00 y=57.64),5,1,6.1698656,8.207068,17.272066,0.7717533,7.964881,2.559432288563362,FALSE,young
b118,0,Lenski strains,Ara-5,1,(x=128.13 y=79.19),5,1,6.20125,7.1918964,15.388962,0.89447415,8.505784,3.0128508544373496,FALSE,young
b119,0,Lenski strains,Ara-5,1,(x=30.82 y=75.48),5,1,3.275697,3.8968108,8.661254,0.9092687,8.383463,1.6869119918724644,FALSE,young
b120,0,Lenski strains,Ara-5,1,(x=31.79 y=79.43),5,1,3.2440288,3.9107027,8.669403,0.8968298,8.205038,1.6469237208171315,FALSE,young
b121,0,Lenski strains,Ara-5,1,(x=75.42 y=115.66),5,1,3.4719439,4.1496577,9.139418,0.90142405,8.416525,1.7655059187124678,FALSE,young
b122,0,Lenski strains,Ara-5,1,(x=75.70 y=119.95),5,1,3.5608032,4.620804,10.074448,0.8111611,8.194111,1.5919535831118543,FALSE,young
b123,0,Lenski strains,Ara-5,1,(x=89.55 y=116.99),5,1,4.2471,5.176795,11.261712,0.8591459,8.341246,2.000752800552883,FALSE,young
b124,0,Lenski strains,Ara-5,1,(x=91.08 y=122.07),5,1,4.4724627,5.2374344,11.364925,0.90071017,8.400323,2.2247814334927223,FALSE,young
b126,0,Lenski strains,Ara-5,1,(x=123.29 y=88.59),5,1,3.0900376,3.7255728,8.263715,0.9049971,8.283505,1.597666215356926,FALSE,young
b127,0,Lenski strains,Ara-5,1,(x=124.18 y=92.57),5,1,3.3683374,4.225938,9.258192,0.850989,7.99082,1.6023952029517294,FALSE,young
b129,0,Lenski strains,Ara-5,1,(x=29.37 y=98.12),6,1,6.2935123,7.7081785,16.306774,0.84150994,7.581049,2.8580438386090115,FALSE,young
b130,0,Lenski strains,Ara-5,1,(x=44.74 y=12.89),6,1,5.155829,6.3345075,13.520587,0.8466173,7.3323936,2.377309656380525,FALSE,young
b133,0,Lenski strains,Ara-5,1,(x=48.15 y=40.35),6,1,4.639405,5.4007893,11.776494,0.8948609,7.2309623,2.2644718266291375,FALSE,young
b135,0,Lenski strains,Ara-5,1,(x=53.03 y=56.85),6,1,4.7326126,5.710223,12.379733,0.8624266,7.1429653,2.2238012881051867,FALSE,young
b136,0,Lenski strains,Ara-5,1,(x=57.16 y=73.58),6,1,5.7208424,6.50789,14.036019,0.9096626,6.909651,2.819677928436602,FALSE,young
b137,0,Lenski strains,Ara-5,1,(x=70.62 y=122.03),6,1,4.6119905,5.833482,12.564874,0.8204505,7.186137,2.0560385462499617,FALSE,young
b138,0,Lenski strains,Ara-5,1,(x=81.23 y=16.85),6,1,3.771797,4.7308974,10.371547,0.83592635,6.972755,1.730924728002949,FALSE,young
b139,0,Lenski strains,Ara-5,1,(x=88.09 y=63.56),6,1,15.048808,19.933407,40.82626,0.76271826,7.071962,6.071673983565553,FALSE,young
b140,0,Lenski strains,Ara-5,1,(x=86.47 y=30.22),6,1,4.4523273,5.655691,12.153459,0.82043165,6.805838,1.9932836652838846,FALSE,young
b141,0,Lenski strains,Ara-5,1,(x=89.33 y=114.97),6,1,4.4520435,5.7017317,12.272249,0.81078106,7.079134,1.9625132135983998,FALSE,young
b142,0,Lenski strains,Ara-5,1,(x=116.84 y=104.84),6,1,7.184375,9.382622,19.740017,0.7814851,6.7419996,3.000296991972264,FALSE,young
b143,0,Lenski strains,Ara-5,1,(x=53.03 y=92.05),6,1,4.498742,5.981935,12.791903,0.7785303,6.313861,1.8984158512741083,FALSE,young
b144,0,Lenski strains,Ara-5,1,(x=53.76 y=92.65),6,1,3.333928,4.185321,9.262396,0.840669,5.893913,1.5487362395110114,FALSE,young
b145,0,Lenski strains,Ara-5,1,(x=68.20 y=20.43),6,1,12.957162,16.263086,33.393055,0.80766875,6.411709,5.554796333875728,FALSE,young
b146,0,Lenski strains,Ara-5,1,(x=71.21 y=11.29),6,1,3.3640363,4.0910873,9.018404,0.88436913,7.0990143,1.6753460209431226,FALSE,young
b147,0,Lenski strains,Ara-5,1,(x=74.79 y=8.48),6,1,4.0615115,5.016329,10.913472,0.8493695,7.232799,1.8948636226744575,FALSE,young
b148,0,Lenski strains,Ara-5,1,(x=75.19 y=112.21),6,1,4.219875,5.36359,11.49532,0.82914376,6.867446,1.9306958719832035,FALSE,young
b149,0,Lenski strains,Ara-5,1,(x=75.84 y=106.19),6,1,4.6970687,6.448019,13.614563,0.7566648,6.7830434,1.9330006184999322,FALSE,young
b150,0,Lenski strains,Ara-5,1,(x=87.67 y=9.51),6,1,5.0069895,6.757612,14.314873,0.76516426,5.454026,2.0715777009232617,FALSE,young
b151,0,Lenski strains,Ara-5,1,(x=88.47 y=9.62),6,1,5.012543,6.3587875,13.5648365,0.81962436,5.0361247,2.23667379346227,FALSE,young
b152,0,Lenski strains,Ara-5,1,(x=11.07 y=56.50),7,1,5.7154303,6.5423527,13.961203,0.91280824,8.359879,2.8542478287004713,FALSE,young
b154,0,Lenski strains,Ara-5,1,(x=11.75 y=117.90),7,1,4.4222665,5.553033,11.967718,0.83074045,8.121954,2.00659437989746,FALSE,young
b155,0,Lenski strains,Ara-5,1,(x=19.63 y=60.16),7,1,5.5088086,6.8586316,14.549094,0.83394283,7.982835,2.4975181704644007,FALSE,young
b156,0,Lenski strains,Ara-5,1,(x=44.55 y=7.50),7,1,7.4768486,8.804792,18.505482,0.8749764,7.6292276,3.5294773712548198,FALSE,young
b160,0,Lenski strains,Ara-5,1,(x=83.04 y=65.54),7,1,4.776286,5.5241914,11.959671,0.90774304,8.027193,2.383379475787356,FALSE,young
b161,0,Lenski strains,Ara-5,1,(x=87.33 y=95.96),7,1,6.1426406,7.5390244,15.956815,0.8413675,8.09073,2.7943785293004133,FALSE,young
b162,0,Lenski strains,Ara-5,1,(x=88.95 y=36.30),7,1,4.5525303,4.899771,10.822854,0.98213124,8.134971,2.474648134609758,FALSE,young
b163,0,Lenski strains,Ara-5,1,(x=89.65 y=56.71),7,1,3.6628969,4.5459056,9.961922,0.8494998,7.917339,1.7176932031802512,FALSE,young
b164,0,Lenski strains,Ara-5,1,(x=92.64 y=104.91),7,1,4.8521,6.067054,12.985042,0.83150196,7.7454066,2.1963575294956215,FALSE,young
b165,0,Lenski strains,Ara-5,1,(x=94.42 y=27.87),7,1,5.2867546,6.112721,13.118059,0.90590554,7.821423,2.626630768956454,FALSE,young
b166,0,Lenski strains,Ara-5,1,(x=104.06 y=50.03),7,1,3.932122,4.772981,10.424948,0.86809003,7.960502,1.8832928805539433,FALSE,young
b167,0,Lenski strains,Ara-5,1,(x=112.45 y=63.62),7,1,3.5105126,4.2010717,9.306477,0.88820434,8.145764,1.7353396819321296,FALSE,young
b168,0,Lenski strains,Ara-5,1,(x=119.75 y=67.25),7,1,4.6569877,5.7287297,12.349326,0.84748524,8.047177,2.1543746984307024,FALSE,young
b169,0,Lenski strains,Ara-5,1,(x=128.00 y=84.21),7,1,5.3565187,6.3533797,13.726815,0.87487864,7.985741,2.5462383810463485,FALSE,young
b170,0,Lenski strains,Ara-5,1,(x=16.30 y=15.80),7,1,5.3861423,7.1198683,14.966423,0.7872381,7.6963034,2.3103766764371523,FALSE,young
b171,0,Lenski strains,Ara-5,1,(x=17.90 y=9.41),7,1,4.2948027,5.875167,12.476574,0.7612747,7.6512036,1.782795920936964,FALSE,young
b172,0,Lenski strains,Ara-5,1,(x=65.17 y=26.06),7,1,3.613788,4.727848,10.281595,0.80148315,7.3339963,1.5901969664617777,FALSE,young
b173,0,Lenski strains,Ara-5,1,(x=65.72 y=21.45),7,1,3.6153004,4.3555493,9.499241,0.89552265,7.768473,1.8289199850295284,FALSE,young
b174,0,Lenski strains,Ara-5,1,(x=124.61 y=46.14),7,1,4.199078,5.4654584,11.758514,0.8013516,7.6880045,1.8376865304741181,FALSE,young
b175,0,Lenski strains,Ara-5,1,(x=125.46 y=56.05),7,1,11.252244,14.921751,30.731947,0.7647444,7.437758,4.569314193126901,FALSE,young
b176,0,Lenski strains,Ara-5,1,(x=8.00 y=72.20),8,1,6.347289,7.441412,15.815518,0.8805967,7.6473,3.021398991013765,FALSE,young
b177,0,Lenski strains,Ara-5,1,(x=13.12 y=34.87),8,1,13.509727,16.08488,33.31157,0.8507573,7.5083957,6.095759387007298,FALSE,young
b179,0,Lenski strains,Ara-5,1,(x=12.98 y=53.87),8,1,6.2826653,6.9587245,14.917853,0.936958,7.58986,3.1986631899123803,FALSE,young
b180,0,Lenski strains,Ara-5,1,(x=21.62 y=70.73),8,1,4.9983873,5.8095875,12.571049,0.89780885,7.7177596,2.45195041641391,FALSE,young
b181,0,Lenski strains,Ara-5,1,(x=23.81 y=14.66),8,1,3.9653733,4.5032115,9.9977,0.92983234,7.5403066,2.0385917446225674,FALSE,young
b182,0,Lenski strains,Ara-5,1,(x=26.80 y=119.44),8,1,4.113433,5.167006,11.203152,0.8327135,7.479566,1.8759825710208988,FALSE,young
b183,0,Lenski strains,Ara-5,1,(x=30.69 y=97.24),8,1,4.6432805,5.4979525,11.897733,0.8861967,7.6442804,2.260788121556366,FALSE,young
b184,0,Lenski strains,Ara-5,1,(x=33.86 y=110.88),8,1,5.1799345,6.1380877,13.20358,0.8770893,7.493107,2.472403429643628,FALSE,young
b185,0,Lenski strains,Ara-5,1,(x=39.17 y=119.97),8,1,5.7212205,7.0473266,14.955009,0.84052217,7.506087,2.606881963588355,FALSE,young
b186,0,Lenski strains,Ara-5,1,(x=54.93 y=20.82),8,1,5.071838,5.1978607,11.451056,1.0349333,7.456514,2.91506323957877,FALSE,young
b188,0,Lenski strains,Ara-5,1,(x=60.92 y=62.09),8,1,5.3797736,6.5933013,14.069222,0.84633726,7.4571457,2.47279701085271,FALSE,young
b189,0,Lenski strains,Ara-5,1,(x=76.75 y=102.94),8,1,4.250125,5.512734,11.873641,0.8027694,7.201922,1.860147055536555,FALSE,young
b190,0,Lenski strains,Ara-5,1,(x=80.25 y=45.37),8,1,6.7151217,9.29357,19.404001,0.739775,7.156046,2.6630572200430653,FALSE,young
b192,0,Lenski strains,Ara-5,1,(x=100.36 y=6.92),8,1,16.905638,20.395817,41.89645,0.8392101,7.2874756,7.521096015057512,FALSE,young
b193,0,Lenski strains,Ara-5,1,(x=94.62 y=86.17),8,1,5.7327533,7.3526373,15.60245,0.80424345,7.6079197,2.4901002421393788,FALSE,young
b194,0,Lenski strains,Ara-5,1,(x=93.72 y=58.28),8,1,4.274514,5.401507,11.659353,0.82666767,7.5711,1.932749065609762,FALSE,young
b195,0,Lenski strains,Ara-5,1,(x=111.82 y=28.79),8,1,5.803557,6.9349604,14.79746,0.86680585,7.481378,2.728263263236634,FALSE,young
b196,0,Lenski strains,Ara-5,1,(x=127.03 y=34.43),8,1,4.2907734,5.1398683,11.165236,0.8761794,7.3466144,2.066030315692321,FALSE,young
b198,0,Lenski strains,Ara-5,1,(x=5.85 y=96.75),8,1,5.305779,7.077444,15.023731,0.77176327,6.885521,2.2072080698778205,FALSE,young
b199,0,Lenski strains,Ara-5,1,(x=5.20 y=115.68),9,1,5.570892,7.2391233,15.35098,0.7945485,7.6021676,2.392904796933792,FALSE,young
b201,0,Lenski strains,Ara-5,1,(x=10.77 y=25.39),9,1,5.85308,6.8329473,14.787853,0.8846054,7.1076665,2.799663696553429,FALSE,young
b202,0,Lenski strains,Ara-5,1,(x=18.10 y=94.59),9,1,6.04792,6.7703896,14.465968,0.93206424,7.70085,3.079668528660055,FALSE,young
b203,0,Lenski strains,Ara-5,1,(x=22.86 y=52.80),9,1,3.796186,4.8961444,10.623802,0.8129037,7.1941547,1.6940687868788031,FALSE,young
b204,0,Lenski strains,Ara-5,1,(x=24.04 y=125.10),9,1,4.546386,5.129791,11.24745,0.9325552,7.711524,2.3358631196804014,FALSE,young
b206,0,Lenski strains,Ara-5,1,(x=32.05 y=57.81),9,1,3.0425828,3.533564,7.982419,0.93370074,7.6243706,1.6129726000769395,FALSE,young
b207,0,Lenski strains,Ara-5,1,(x=42.71 y=41.70),9,1,6.0848823,6.677161,14.309377,0.94977105,7.3625793,3.153757714060608,FALSE,young
b210,0,Lenski strains,Ara-5,1,(x=59.44 y=94.50),9,1,6.146044,7.116613,15.255099,0.89534694,7.6043525,2.9871338225560455,FALSE,young
b211,0,Lenski strains,Ara-5,1,(x=68.55 y=115.70),9,1,9.72424,11.964964,24.824892,0.82812643,7.1209025,4.296386167447235,FALSE,young
b212,0,Lenski strains,Ara-5,1,(x=81.67 y=94.96),9,1,5.103175,6.645155,14.118014,0.79466933,7.0863833,2.197235673844125,FALSE,young
b213,0,Lenski strains,Ara-5,1,(x=87.44 y=73.68),9,1,6.975461,8.089574,17.227654,0.888454,7.2140746,3.3434448843111366,FALSE,young
b214,0,Lenski strains,Ara-5,1,(x=92.43 y=127.18),9,1,6.733272,8.274959,17.470879,0.8392223,7.617024,3.0515360431088374,FALSE,young
b215,0,Lenski strains,Ara-5,1,(x=105.43 y=5.01),9,1,6.3124423,7.4662952,15.853344,0.87640965,7.1900797,3.002742431245183,FALSE,young
b216,0,Lenski strains,Ara-5,1,(x=107.56 y=79.50),9,1,5.7278376,6.779301,14.444159,0.88090813,7.211622,2.754512677780303,FALSE,young
b217,0,Lenski strains,Ara-5,1,(x=109.46 y=66.99),9,1,6.227719,7.703511,16.288239,0.8346751,7.131592,2.8101030416158466,FALSE,young
b219,0,Lenski strains,Ara-5,1,(x=117.48 y=117.18),9,1,8.910893,11.00425,23.022545,0.82635695,7.3449445,3.9345442930493784,FALSE,young
b221,0,Lenski strains,Ara-5,1,(x=20.10 y=7.00),9,1,3.5461066,4.3039446,9.417241,0.8859764,7.154192,1.7689257422498217,FALSE,young
b222,0,Lenski strains,Ara-5,1,(x=20.69 y=11.33),9,1,3.3189273,4.1085567,9.0518439999999991,0.8620361,7.1993475,1.5985963386867983,FALSE,young
b223,0,Lenski strains,Ara-5,1,(x=23.86 y=69.57),9,1,2.7246742,3.592957,7.946031,0.81851524,7.2549767,1.2603877744668068,FALSE,young
b224,0,Lenski strains,Ara-5,1,(x=25.19 y=66.16),9,1,2.8236485,3.49,7.797118,0.8836094,7.4505134,1.4267395619511947,FALSE,young
b225,0,Lenski strains,Ara-5,1,(x=66.77 y=43.20),9,1,3.7245312,4.53505,9.850766,0.8765222,7.020525,1.8243431995870636,FALSE,young
b226,0,Lenski strains,Ara-5,1,(x=67.25 y=47.80),9,1,3.4498234,4.3944225,9.5820055,0.83696634,6.8385396,1.6118195418863186,FALSE,young
b227,0,Lenski strains,Ara-5,1,(x=88.37 y=45.18),9,1,3.0792608,3.8458412,8.466204,0.86521184,7.0833592,1.507422099033838,FALSE,young
b228,0,Lenski strains,Ara-5,1,(x=90.84 y=48.26),9,1,3.067539,3.7887623,8.390192,0.8742218,7.1681533,1.516139790258638,FALSE,young
b231,0,Lenski strains,Ara-5,1,(x=19.25 y=3.58),10,1,6.1449165,7.816482,16.495674,0.80894953,7.811395,2.6782604521867146,FALSE,young
b232,0,Lenski strains,Ara-5,1,(x=32.52 y=97.14),10,1,6.6988626,8.335582,17.522478,0.82683057,7.80324,2.9837855121609804,FALSE,young
b233,0,Lenski strains,Ara-5,1,(x=49.67 y=5.02),10,1,4.379881,4.7554164,10.484909,0.9786415,8.307123,2.3847037260651467,FALSE,young
b234,0,Lenski strains,Ara-5,1,(x=49.77 y=51.82),10,1,3.4606,3.9717312,8.86924,0.9358896,8.219935,1.8214938669721508,FALSE,young
b235,0,Lenski strains,Ara-5,1,(x=65.57 y=91.27),10,1,4.9827423,6.137586,13.12692,0.8454967,8.241179,2.2973123462141096,FALSE,young
b236,0,Lenski strains,Ara-5,1,(x=75.23 y=41.25),10,1,9.092015,9.982216,21.046741,0.9352976,8.129788,4.572200062840215,FALSE,young
b237,0,Lenski strains,Ara-5,1,(x=79.03 y=49.37),10,1,4.1247764,4.9336476,10.761123,0.8799688,8.1396475,2.0003283778938554,FALSE,young
b238,0,Lenski strains,Ara-5,1,(x=92.10 y=74.57),10,1,4.3575125,5.194758,11.296673,0.88176006,8.156614,2.1147780270296717,FALSE,young
b240,0,Lenski strains,Ara-5,1,(x=98.60 y=106.59),10,1,5.8310657,6.7109733,14.325869,0.9045662,8.232647,2.875178717171803,FALSE,young
b241,0,Lenski strains,Ara-5,1,(x=102.09 y=15.27),10,1,7.136306,8.469488,17.930807,0.86854696,7.74219,3.3453563691321655,FALSE,young
b242,0,Lenski strains,Ara-5,1,(x=107.74 y=64.29),10,1,8.655281,10.545923,21.971113,0.84129846,7.7399654,3.9082596261342677,FALSE,young
b243,0,Lenski strains,Ara-5,1,(x=111.31 y=82.56),10,1,4.1030345,5.165882,11.197636,0.8297114,8.112102,1.8620752105322507,FALSE,young
b244,0,Lenski strains,Ara-5,1,(x=112.52 y=11.60),10,1,6.914016,8.900281,18.734562,0.7928,7.5586042,2.9290691431310774,FALSE,young
b245,0,Lenski strains,Ara-5,1,(x=122.05 y=67.36),10,1,6.323006,6.556156,14.123147,1.0093386,8.328879,3.497209629939719,FALSE,young
b249,0,Lenski strains,Ara-5,1,(x=113.35 y=43.14),10,1,3.5072985,3.9268768,8.7664995,0.9698794,8.113107,1.934110883116715,FALSE,young
b250,0,Lenski strains,Ara-5,1,(x=117.08 y=43.46),10,1,2.8219469,3.4198163,7.717297,0.8954045,8.061488,1.4356214731612573,FALSE,young
b251,0,Lenski strains,Ara-5,1,(x=121.00 y=94.90),10,1,3.1713343,3.8796518,8.644889,0.8720087,7.702568,1.5446603806614188,FALSE,young
b252,0,Lenski strains,Ara-5,1,(x=122.68 y=98.53),10,1,3.2930906,3.8556492,8.568303,0.92694765,7.8217006,1.7346287943449767,FALSE,young
b1,0,Lenski strains,Ara-5,2,(x=4.72 y=125.33),1,1,4.507699,6.2433863,13.24545,0.74672407,5.5173125,1.8228004649921816,FALSE,young
b4,0,Lenski strains,Ara-5,2,(x=22.71 y=112.91),1,1,6.884711,9.013784,18.842302,0.7831439,5.3815875,2.8946023346899095,FALSE,young
b6,0,Lenski strains,Ara-5,2,(x=26.99 y=107.22),1,1,3.0607328,4.2144957,9.231038,0.7633073,5.7271423,1.2857101399791506,FALSE,young
b7,0,Lenski strains,Ara-5,2,(x=43.21 y=89.41),1,1,5.2228518,6.637274,14.26435,0.8088917,5.5705214,2.2738883006782076,FALSE,young
b9,0,Lenski strains,Ara-5,2,(x=62.12 y=102.89),1,1,4.4898562,5.5019736,11.914541,0.84976256,5.773256,2.080234570144251,FALSE,young
b10,0,Lenski strains,Ara-5,2,(x=62.18 y=70.50),1,1,2.7932093,3.5451326,7.9608216,0.8425933,5.7121153,1.3178534235210109,FALSE,young
b11,0,Lenski strains,Ara-5,2,(x=68.83 y=64.54),1,1,6.192931,8.285913,17.367926,0.7665498,5.4833126,2.549292924763759,FALSE,young
b12,0,Lenski strains,Ara-5,2,(x=68.08 y=99.85),1,1,3.1770062,4.203438,9.204663,0.8001355,5.7928658,1.4090627924453558,FALSE,young
b14,0,Lenski strains,Ara-5,2,(x=72.12 y=101.83),1,1,2.9871874,4.086691,8.974152,0.76971364,5.70386,1.267735900487405,FALSE,young
b15,0,Lenski strains,Ara-5,2,(x=75.51 y=58.94),1,1,6.280089,8.276893,17.405943,0.77904886,5.5251226,2.6302398658359847,FALSE,young
b16,0,Lenski strains,Ara-5,2,(x=77.25 y=120.18),1,1,3.0688624,3.9090505,8.669551,0.835644,5.751493,1.429264154314336,FALSE,young
b18,0,Lenski strains,Ara-5,2,(x=89.70 y=123.58),1,1,4.987847,5.9107413,12.78699,0.8781997,5.68732,2.386861079124658,FALSE,young
b19,0,Lenski strains,Ara-5,2,(x=89.95 y=95.59),1,1,3.7487311,5.353555,11.478928,0.7265691,5.6887097,1.4797717737573528,FALSE,young
b20,0,Lenski strains,Ara-5,2,(x=88.94 y=81.28),1,1,6.5767283,9.212947,19.261133,0.7281364,5.352707,2.557541441428182,FALSE,young
b21,0,Lenski strains,Ara-5,2,(x=92.18 y=93.29),1,1,5.490753,7.132095,15.064736,0.7959379,5.73024,2.3657786680037485,FALSE,young
b22,0,Lenski strains,Ara-5,2,(x=92.98 y=73.83),1,1,4.8214717,6.345319,13.518031,0.7863316,5.5163565,2.0542984590240696,FALSE,young
b23,0,Lenski strains,Ara-5,2,(x=95.29 y=44.86),1,1,4.0631423,5.2182097,11.276328,0.81432736,5.6015525,1.811833157621858,FALSE,young
b24,0,Lenski strains,Ara-5,2,(x=101.11 y=91.46),1,1,3.947625,4.8900476,10.617674,0.85137194,5.712751,1.8558820598140346,FALSE,young
b25,0,Lenski strains,Ara-5,2,(x=107.47 y=95.21),1,1,4.4036436,6.0117216000000004,12.823182,0.75779474,5.5646667,1.8075930197226688,FALSE,young
b27,0,Lenski strains,Ara-5,2,(x=117.35 y=85.10),1,1,3.475725,4.4733095,9.805129,0.81599677,5.5612807,1.5595684788827129,FALSE,young
b28,0,Lenski strains,Ara-5,2,(x=117.94 y=61.42),1,1,2.93425,4.089065,8.920372,0.7585202,5.5383086,1.2318474767493086,FALSE,young
b29,0,Lenski strains,Ara-5,2,(x=119.89 y=78.42),1,1,3.2745626,4.1940565,9.220435,0.8271322,5.817493,1.50239024568657,FALSE,young
b30,0,Lenski strains,Ara-5,2,(x=121.30 y=58.08),1,1,4.795759,6.1908865,13.20255,0.80470896,5.6706624,2.0990807132912086,FALSE,young
